country_name,related,last,previous
Dominican Republic,GDP Deflator,228.0,225.0
Dominican Republic,Inflation Rate YoY,3.3,3.32
Dominican Republic,Inflation Rate MoM,0.09,0.39
Ecuador,Consumer Price Index CPI,111.96,111.86
Ecuador,CPI Housing Utilities,120.01,119.95
Ecuador,CPI Transportation,118.57,118.02
Ecuador,Food Inflation,5.16,4.55
Ecuador,Inflation Rate YoY,1.43,1.35
Ecuador,Inflation Rate MoM,0.09,0.13
Ecuador,Producer Prices,113.1,110.96
Ecuador,Producer Prices Change,1.41,-0.1
Djibouti,Consumer Price Index CPI,104.4,103.2
Djibouti,CPI Housing Utilities,103.0,103.1
Djibouti,CPI Transportation,100.3,100.4
Djibouti,Food Inflation,6.6,5.9
Djibouti,Inflation Rate,4.2,3.8
Czech Republic,CPI,150.2,149.8
Czech Republic,CPI Housing Utilities,168.1,168.1
Czech Republic,CPI Transportation,134.6,132.4
Czech Republic,Export Prices,115.8,116.8
Czech Republic,Food Inflation,-4.8,-3.9
Czech Republic,GDP Deflator,141.1,139.6
Czech Republic,Harmonised Consumer Prices,150.1,147.5
Czech Republic,Import Prices,111.3,112.7
Czech Republic,Inflation Rate YoY,2.0,2.3
Czech Republic,Inflation Rate MoM,0.3,1.5
Czech Republic,Producer Prices,145.7,142.2
Czech Republic,PPI YoY,-1.8,1.4
Denmark,Food Inflation,-0.6,2.2
Denmark,Rent Inflation,2.0,2.5
Denmark,Services Inflation,3.6,4.0
Denmark,CPI,118.4,117.8
Denmark,Core Consumer Prices,116.7,116.0
Denmark,Core Inflation Rate,1.74,2.47
Denmark,CPI Transportation,119.5,117.9
Denmark,Export Prices,133.3,133.6
Denmark,GDP Deflator,119.75,117.93
Denmark,Harmonised Consumer Prices,118.7,118.2
Denmark,Import Prices,116.9,114.8
Denmark,Inflation Rate YoY,0.8,1.2
Denmark,Inflation Rate MoM,0.5,0.9
Denmark,Producer Prices,147.9,149.7
Denmark,Producer Prices Change,1.7,-0.5
Eritrea,Inflation Rate,7.5,4.5
Cuba,GDP Deflator,1212.4,1062.1
Cuba,Inflation Rate,31.34,31.78
Cuba,Inflation Rate MoM,3.39,2.29
Congo,Consumer Price Index CPI,256.14,247.7
Congo,CPI Housing Utilities,213.62,210.59
Congo,CPI Transportation,264.59,252.13
Congo,Inflation Rate,45.8,42.5
Congo,Inflation Rate MoM,3.4,2.7
Croatia,PPI YoY,-1.7,-1.4
Croatia,CPI,127.1,126.9
Croatia,Core Consumer Prices,128.0,128.1
Croatia,Core Inflation Rate,4.8,5.0
Croatia,CPI Housing Utilities,118.7,118.6
Croatia,CPI Transportation,124.0,122.3
Croatia,Food Inflation,5.71,6.46
Croatia,Harmonised Consumer Prices,128.57,128.19
Croatia,Inflation Rate YoY,4.1,4.1
Croatia,Inflation Rate MoM,0.2,-0.4
Croatia,Producer Prices,123.1,123.1
Comoros,Inflation Rate,1.1,1.8
Colombia,Consumer Price Index CPI,140.49,138.98
Colombia,CPI Housing Utilities,130.04,128.67
Colombia,CPI Transportation,146.77,145.52
Colombia,Export Prices,153.01,150.81
Colombia,Food Inflation,2.96,5.0
Colombia,Import Prices,155.69,155.86
Colombia,Inflation Rate YoY,7.74,8.35
Colombia,Inflation Rate MoM,1.09,0.92
Colombia,Producer Prices,177.08,174.91
Colombia,PPI YoY,-5.38,-5.52
Iraq,Core Consumer Prices,125.2,124.7
Iraq,Core Inflation Rate,4.5,4.6
Iraq,CPI Housing Utilities,121.6,121.3
Iraq,CPI Transportation,121.5,120.0
Iraq,Food Inflation,4.42,4.14
Iraq,Inflation Rate,3.97,3.98
China,Rent Inflation,0.0,0.2
China,Consumer Price Index CPI,104.2,103.2
China,Core Consumer Prices,101.2,100.4
China,Core Inflation Rate,1.2,0.4
China,Core Inflation Rate MoM,0.5,0.3
China,Food Inflation,-0.9,-5.9
China,GDP Deflator,736.7,723.77
China,Inflation Rate YoY,0.7,-0.8
China,Inflation Rate MoM,1.0,0.3
China,Producer Price Inflation MoM,-0.2,-0.2
China,Producer Prices,107.6,107.9
China,PPI YoY,-2.7,-2.5
Cyprus,Consumer Price Index CPI,114.93,113.9
Cyprus,CPI Housing Utilities,142.57,143.36
Cyprus,CPI Transportation,111.57,110.49
Cyprus,Food Inflation,1.93,2.81
Cyprus,GDP Deflator,117.03,116.76
Cyprus,Harmonised Consumer Prices,113.6,112.67
Cyprus,Harmonised Inflation Rate MoM,0.9,-1.2
Cyprus,Harmonised Inflation Rate YoY,2.1,2.1
Cyprus,Inflation Rate YoY,1.82,1.69
Cyprus,Inflation Rate MoM,0.9,-1.2
Cyprus,Producer Prices,122.5,124.1
Cayman Islands,Consumer Price Index CPI,132.5,130.3
Cayman Islands,Food Inflation,-0.6,4.6
Cayman Islands,Inflation Rate,3.6,1.2
Central African Republic,Inflation Rate,2.32,0.98
Canada,Food Inflation,3.9,5.0
Canada,Rent Inflation,7.92,7.75
Canada,Services Inflation,4.21,4.28
Canada,Consumer Price Index CPI,158.3,158.3
Canada,Core Consumer Prices,153.3,153.1
Canada,Core Inflation Rate YoY,2.4,2.6
Canada,CPI Housing Utilities,178.4,177.8
Canada,CPI Transportation,167.4,169.5
Canada,Export Prices,134.0,133.8
Canada,GDP Implicit Price,125.4,123.7
Canada,Import Prices,129.0,128.9
Canada,Inflation Rate YoY,2.9,3.4
Canada,Inflation Rate MoM,0.0,-0.3
Canada,Producer Prices,123.4,123.5
Canada,PPI YoY,-2.9,-2.7
Canada,Raw Materials Prices MoM,131.8,130.2
Cape Verde,Consumer Price Index CPI,115.75,116.5
Cape Verde,Core Consumer Prices,115.2,115.7
Cape Verde,Core Inflation Rate,-0.1,1.5
Cape Verde,CPI Housing Utilities,110.71,109.19
Cape Verde,CPI Transportation,114.03,117.12
Cape Verde,Food Inflation,1.4,5.1
Cape Verde,Inflation Rate YoY,0.0,1.3
Cape Verde,Inflation Rate MoM,-0.6,0.1
Cameroon,Consumer Price Index CPI,108.8,109.2
Cameroon,CPI Housing Utilities,104.7,104.7
Cameroon,CPI Transportation,118.2,118.4
Cameroon,Food Inflation,5.3,10.8
Cameroon,Inflation Rate,5.2,5.9
Cameroon,Inflation Rate MoM,-0.4,0.1
Cambodia,Consumer Price Index CPI,202.84,203.62
Cambodia,Core Inflation Rate,2.4,1.8
Cambodia,CPI Housing Utilities,141.6,141.85
Cambodia,CPI Transportation,125.64,124.8
Cambodia,Food Inflation,3.08,3.55
Cambodia,Inflation Rate,2.7,2.7
Cambodia,Inflation Rate MoM,-0.38,-0.65
Chad,Consumer Price Index CPI,112.9,111.2
Chad,Food Inflation,-0.4,-5.6
Chad,Inflation Rate,1.9,-1.7
Chile,Consumer Price Index CPI,102.32,101.72
Chile,Core Consumer Prices,101.84,101.19
Chile,Core Inflation Rate,4.22,3.73
Chile,Core Inflation Rate MoM,0.6,0.7
Chile,CPI Transportation,100.74,99.33
Chile,Food Inflation,5.68,5.27
Chile,Inflation Rate YoY,4.5,3.8
Chile,Inflation Rate MoM,0.6,0.7
Chile,Producer Prices,160.57,159.24
Chile,PPI YoY,1.2,0.5
Burundi,CPI Housing Utilities,200.6,196.6
Burundi,CPI Transportation,170.7,175.2
Burundi,Food Inflation,17.6,17.8
Burundi,Inflation Rate YoY,17.77,17.59
Burundi,Inflation Rate MoM,1.3,1.4
El Salvador,Core Consumer Prices,117.3,117.3
El Salvador,Core Inflation Rate,0.6,0.86
El Salvador,CPI Housing Utilities,144.27,144.33
El Salvador,CPI Transportation,116.87,114.66
El Salvador,Food Inflation,2.15,3.61
El Salvador,Inflation Rate YoY,0.8,1.21
El Salvador,Inflation Rate MoM,0.19,0.33
Armenia,Consumer Price Index CPI,157.55,155.74
Armenia,Export Prices,105.5,95.4
Armenia,Food Inflation,-7.4,-5.8
Armenia,Import Prices,107.8,100.7
Armenia,Inflation Rate YoY,-1.7,-0.9
Armenia,Inflation Rate MoM,-0.7,1.16
Armenia,Producer Prices,118.4,116.9
Armenia,PPI YoY,-0.3,-0.1
Argentina,Consumer Price Index CPI,4825.79,4261.53
Argentina,Core Consumer Prices,5129.6,4568.16
Argentina,Core Inflation Rate,291.9,275.9
Argentina,CPI Housing Utilities,2935.59,2441.85
Argentina,CPI Transportation,5243.42,4311.59
Argentina,Export Prices,186.5,187.5
Argentina,Food Inflation,303.82,296.18
Argentina,GDP Deflator,28003.8,21563.4
Argentina,Import Prices,132.6,137.0
Argentina,Inflation Rate YoY,276.2,254.2
Argentina,Inflation Rate MoM,13.2,20.6
Argentina,Producer Prices,7734.24,6585.56
Argentina,Producer Prices Change,297.0,260.3
Bulgaria,Consumer Price Index CPI,9535.17,9506.55
Bulgaria,CPI Housing Utilities,22075.77,22106.62
Bulgaria,CPI Transportation,9715.72,9576.45
Bulgaria,Export Prices,90.4,94.8
Bulgaria,Food Inflation,3.2,5.0
Bulgaria,Harmonised Consumer Prices,136.72,136.29
Bulgaria,Harmonised Inflation Rate MoM,0.3,0.2
Bulgaria,Harmonised Inflation Rate YoY,3.5,4.0
Bulgaria,Import Prices,94.5,94.8
Bulgaria,Inflation Rate YoY,3.3,3.8
Bulgaria,PPI MoM,-1.8,-0.6
Bulgaria,Producer Prices,148.01,150.65
Bulgaria,PPI YoY,-14.2,-14.6
Burkina Faso,Consumer Price Index CPI,124.7,126.1
Burkina Faso,CPI Housing Utilities,122.4,137.5
Burkina Faso,CPI Transportation,110.6,110.5
Burkina Faso,Food Inflation,2.0,2.6
Burkina Faso,Inflation Rate,2.7,4.3
Burkina Faso,Inflation Rate MoM,-1.2,1.3
Angola,Consumer Price Index CPI,182.48,177.89
Angola,CPI Housing Utilities,138.33,138.23
Angola,CPI Transportation,142.91,142.88
Angola,Food Inflation,24.5,21.9
Angola,Inflation Rate YoY,24.07,21.99
Angola,Inflation Rate MoM,2.58,2.49
Angola,Producer Prices,611.76,594.13
Angola,Wholesale Prices YoY,29.94,27.69
Austria,CPI,122.4,122.6
Austria,CPI Housing Utilities,133.5,132.0
Austria,CPI Transportation,125.3,124.9
Austria,Food Inflation,5.43,5.97
Austria,GDP Deflator,128.63,126.51
Austria,Harmonised Consumer Prices,132.6,133.1
Austria,Inflation Rate YoY,4.3,4.5
Austria,Inflation Rate MoM,0.7,-0.2
Austria,Producer Prices,118.0,119.2
Austria,PPI YoY,-7.2,-3.0
Austria,Wholesale Prices NSA MoM,131.3,129.7
Algeria,Consumer Price Index CPI,289.6,287.7
Algeria,CPI Housing Utilities,174.4,174.4
Algeria,CPI Transportation,226.3,226.3
Algeria,Food Inflation,7.2,10.3
Algeria,Inflation Rate,6.3,7.8
Algeria,Inflation Rate MoM,0.7,-1.5
Algeria,Producer Prices,1775.3,1786.5
Algeria,Producer Prices Change,-3.9,3.5
Australia,CPI,136.1,135.3
Australia,Core Consumer Prices,134.71,133.67
Australia,RBA Trimmed Mean CPI YoY,4.2,5.2
Australia,CPI Housing Utilities,147.5,146.0
Australia,CPI Transportation,130.5,130.7
Australia,Export Prices,173.1,163.9
Australia,Food Inflation,4.5,4.8
Australia,GDP Deflator,109.13,107.85
Australia,Import Prices,134.1,132.6
Australia,Inflation Rate YoY,4.1,5.4
Australia,Inflation Rate,0.6,1.2
Australia,Monthly CPI Indicator,3.4,3.4
Australia,Producer Prices,128.2,127.0
Australia,PPI YoY,4.1,3.8
Aruba,Consumer Price Index CPI,108.31,108.79
Aruba,CPI Housing Utilities,111.72,111.36
Aruba,CPI Transportation,106.52,108.86
Aruba,Food Inflation,2.9,1.5
Aruba,Inflation Rate,1.5,2.3
Aruba,Inflation Rate MoM,-0.4,0.4
Afghanistan,Consumer Price Index CPI,129.6,130.7
Afghanistan,Core Inflation Rate,-3.6,-3.5
Afghanistan,CPI Housing Utilities,102.1,101.7
Afghanistan,CPI Transportation,133.6,139.0
Afghanistan,Food Inflation,-15.1,-14.5
Afghanistan,Inflation Rate,-9.1,-8.0
Afghanistan,Inflation Rate MoM,-1.3,0.2
Costa Rica,CPI Housing Utilities,107.57,107.17
Costa Rica,CPI Transportation,111.25,111.11
Costa Rica,Food Inflation,-3.73,-4.77
Costa Rica,Inflation Rate YoY,-1.13,-1.87
Costa Rica,Inflation Rate MoM,-0.11,0.06
Albania,Food Inflation,5.6,7.0
Albania,Consumer Price Index CPI,116.81,116.42
Albania,CPI Housing Utilities,107.5,106.8
Albania,CPI Transportation,111.23,111.42
Albania,Harmonised Consumer Prices,117.2,116.7
Albania,Harmonised Inflation Rate YoY,3.8,4.5
Albania,Inflation Rate YoY,2.6,3.4
Albania,Inflation Rate MoM,0.3,0.5
Albania,Producer Prices,131.2,130.5
Albania,PPI YoY,5.2,6.88
