country_name,Related_indicators,Latest_value,Reference,Measure
Sri Lanka,"Forest area, percent",34.1,"
                                                                    2021
                                                            ",percent
Sri Lanka,Percent agricultural land,45.46,"
                                                                    2021
                                                            ",percent
Sri Lanka,Employment in agriculture,25.75,"
                                                                    2021
                                                            ",percent
Sri Lanka,GDP share of agriculture,8.75,"
                                                                    2022
                                                            ",percent
Sri Lanka,Agriculture value added,6.51,"
                                                                    2022
                                                            ",billion U.S. dollars
Sri Lanka,Agricultural land,"28,120","
                                                                    2021
                                                            ",sq. km.
Sri Lanka,Crop production index,114.4,"
                                                                    2021
                                                            ",index points
Sri Lanka,Precipitation,"1,712","
                                                                    2020
                                                            ",mm per year
Sri Lanka,"Arable land, percent of land area",22.2,"
                                                                    2021
                                                            ",percent
Sri Lanka,Cereal crop yield by hectar,"4,557","
                                                                    2021
                                                            ",kg per hectar
Sri Lanka,Food production index,130.3,"
                                                                    2021
                                                            ",index points
Sri Lanka,Fertilizer use,153.9,"
                                                                    2021
                                                            ",kg per hectare of arable land
Sri Lanka,Livestock production index,126.3,"
                                                                    2021
                                                            ",index points
Sri Lanka,"Forest area, sq.km ","21,098.6","
                                                                    2021
                                                            ",sq. km
Thailand,"Forest area, percent",38.8,"
                                                                    2021
                                                            ",percent
Thailand,Percent agricultural land,46.00,"
                                                                    2021
                                                            ",percent
Thailand,Employment in agriculture,31.59,"
                                                                    2021
                                                            ",percent
Thailand,GDP share of agriculture,8.81,"
                                                                    2022
                                                            ",percent
Thailand,Agriculture value added,43.67,"
                                                                    2022
                                                            ",billion U.S. dollars
Thailand,Agricultural land,"235,000","
                                                                    2021
                                                            ",sq. km.
Thailand,Crop production index,99.6,"
                                                                    2021
                                                            ",index points
Thailand,Precipitation,"1,622","
                                                                    2020
                                                            ",mm per year
Thailand,"Arable land, percent of land area",33.6,"
                                                                    2021
                                                            ",percent
Thailand,Cereal crop yield by hectar,"3,093","
                                                                    2021
                                                            ",kg per hectar
Thailand,Food production index,98.3,"
                                                                    2021
                                                            ",index points
Thailand,Fertilizer use,139.4,"
                                                                    2021
                                                            ",kg per hectare of arable land
Thailand,Livestock production index,102.3,"
                                                                    2021
                                                            ",index points
Thailand,"Forest area, sq.km ","198,370.0","
                                                                    2021
                                                            ",sq. km
Georgia,"Forest area, percent",40.6,"
                                                                    2021
                                                            ",percent
Georgia,Percent agricultural land,34.25,"
                                                                    2021
                                                            ",percent
Georgia,Employment in agriculture,40.37,"
                                                                    2021
                                                            ",percent
Georgia,GDP share of agriculture,5.97,"
                                                                    2022
                                                            ",percent
Georgia,Agriculture value added,1.48,"
                                                                    2022
                                                            ",billion U.S. dollars
Georgia,Agricultural land,"23,799","
                                                                    2021
                                                            ",sq. km.
Georgia,Crop production index,126.9,"
                                                                    2021
                                                            ",index points
Georgia,Precipitation,"1,026","
                                                                    2020
                                                            ",mm per year
Georgia,"Arable land, percent of land area",4.5,"
                                                                    2021
                                                            ",percent
Georgia,Cereal crop yield by hectar,"2,749","
                                                                    2021
                                                            ",kg per hectar
Georgia,Food production index,117.5,"
                                                                    2021
                                                            ",index points
Georgia,Fertilizer use,178.2,"
                                                                    2020
                                                            ",kg per hectare of arable land
Georgia,Livestock production index,104.5,"
                                                                    2021
                                                            ",index points
Georgia,"Forest area, sq.km ","28,224.0","
                                                                    2021
                                                            ",sq. km
South Korea,"Forest area, percent",64.3,"
                                                                    2021
                                                            ",percent
South Korea,Percent agricultural land,16.42,"
                                                                    2021
                                                            ",percent
South Korea,Employment in agriculture,5.35,"
                                                                    2021
                                                            ",percent
South Korea,GDP share of agriculture,1.64,"
                                                                    2022
                                                            ",percent
South Korea,Agriculture value added,27.48,"
                                                                    2022
                                                            ",billion U.S. dollars
South Korea,Agricultural land,"16,030","
                                                                    2021
                                                            ",sq. km.
South Korea,Crop production index,95.7,"
                                                                    2021
                                                            ",index points
South Korea,Precipitation,"1,274","
                                                                    2020
                                                            ",mm per year
South Korea,"Arable land, percent of land area",13.8,"
                                                                    2021
                                                            ",percent
South Korea,Cereal crop yield by hectar,"6,809","
                                                                    2021
                                                            ",kg per hectar
South Korea,Food production index,102.2,"
                                                                    2021
                                                            ",index points
South Korea,Fertilizer use,281.5,"
                                                                    2021
                                                            ",kg per hectare of arable land
South Korea,Livestock production index,109.1,"
                                                                    2021
                                                            ",index points
South Korea,"Forest area, sq.km ","62,770.0","
                                                                    2021
                                                            ",sq. km
Indonesia,"Forest area, percent",48.4,"
                                                                    2021
                                                            ",percent
Indonesia,Percent agricultural land,34.13,"
                                                                    2021
                                                            ",percent
Indonesia,Employment in agriculture,28.99,"
                                                                    2021
                                                            ",percent
Indonesia,GDP share of agriculture,12.40,"
                                                                    2022
                                                            ",percent
Indonesia,Agriculture value added,163.56,"
                                                                    2022
                                                            ",billion U.S. dollars
Indonesia,Agricultural land,"646,000","
                                                                    2021
                                                            ",sq. km.
Indonesia,Crop production index,110.8,"
                                                                    2021
                                                            ",index points
Indonesia,Precipitation,"2,702","
                                                                    2020
                                                            ",mm per year
Indonesia,"Arable land, percent of land area",13.9,"
                                                                    2021
                                                            ",percent
Indonesia,Cereal crop yield by hectar,"5,351","
                                                                    2021
                                                            ",kg per hectar
Indonesia,Food production index,114.1,"
                                                                    2021
                                                            ",index points
Indonesia,Fertilizer use,279.2,"
                                                                    2021
                                                            ",kg per hectare of arable land
Indonesia,Livestock production index,173.7,"
                                                                    2021
                                                            ",index points
Indonesia,"Forest area, sq.km ","915,276.6","
                                                                    2021
                                                            ",sq. km
